RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL650_none_aortic_HAoEC_none_hsap_1487_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL647_none_aortic_HAoEC_none_hsap_2139_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL649_none_aortic_HAoEC_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam	WL645_none_aortic_HAoEC_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam
NM_001193388	-0.254778204071451	4.27187254572608	0.265157690858105	0.606598688728385	1	chr16	-	1413205	1464721	UNKL	51516	5116	4.06049572198732	4.6805015318297	4.10635288456573	4.12737107111021
NM_001193414	0.168629758851766	4.8543013511365	0.12509938582518	0.723568283002007	1	chr22	+	18593452	18614498	TUBA8	21046	2095	5.02126093228591	4.47085531135517	5.10429041067988	4.72508341364782
NM_001193416	0.216335191007672	5.6444043912812	0.208168303041196	0.648206872911557	1	chrX	+	41192650	41209524	DDX3X	16874	5393	5.36346494465377	5.6811184941496	5.59010984485862	5.88713906607716
NM_001193424	-0.302641068824754	2.47324614264863	0.308200733177245	0.578786391711362	1	chr10	+	14920781	14946304	SUV39H2	25523	3132	2.76997022303214	2.37726943384237	1.88648331386469	2.64362488372017
NM_001193431	-1.47215947685519	-0.351353829671219	5.12861263835742	0.0235345319245167	0.302802221547597	chr1	-	114356432	114414375	PTPN22	57943	3564	-0.217908079997068	0.315832767576543	-0.886052319606079	-1.94915892878548
NM_001193455	0.129591914445495	4.19185149224757	0.0701678494804057	0.791092548188082	1	chr5	-	6599351	6633473	NSUN2	34122	3267	4.29239762465662	3.8594303912736	4.66800960922294	3.74214786839753
NM_001193457	0.0992794926679249	2.94753841155766	0.029643864868234	0.863300786494136	1	chr12	-	6648693	6665249	IFFO1	16556	2725	3.34933891811277	2.31742374467229	2.70612030849614	3.1576285065289
NM_001193465	0.22737594935643	7.59775184009916	0.230853936627398	0.630891369030996	1	chr17	-	44107281	44302740	KANSL1	195459	5132	7.6200395446573	7.31702787021807	7.88981916987449	7.50199113017894
NM_001193475	-0.211289149796691	1.47789732780538	0.170468414300525	0.679695848203612	1	chr2	+	48667907	48742531	PPP1R21	74624	3050	0.833794142456555	1.98514203045015	0.487367327221412	1.89285053032037
NM_001193478	2.12824500094721	-0.110317611586263	11.0072474935837	0.000907563187983068	0.0230086099786122	chr13	+	49822046	49867622	CDADC1	45576	2307	-2.42945018108117	-1.02690604490902	0.487367327221412	0.486716551924723
NM_001193480	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	-	135238527	135271260	ALDH8A1	32733	2408	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001193483	-0.226619481465086	6.79101626783614	0.227309997720539	0.633525638050612	1	chr2	+	109150810	109303702	LIMS1	152892	4469	6.54039723735669	7.20028293945812	6.41323177458971	6.87441884508598
NM_001193487	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	+	48844918	48906751	GTF2A1L	61833	119	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001193493	0.804251228521399	4.3789573172953	1.69258497823047	0.193260562395718	1	chr2	+	65215578	65251000	SLC1A4	35422	3734	3.06732652118755	4.60563201057574	4.78416652201636	4.50554912173819
NM_001193502	1.6665552997375e-17	-3.92635065335074	0	1	1	chr8	-	67858735	67874825	TCF24	16090	2450	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001193509	0.977001601835226	2.81581884141709	3.9676608309629	0.0463821626285981	0.498233349892451	chr2	+	32853086	33046118	TTC27	193032	2671	1.83046287464593	2.5506586012095	2.81936472033154	3.51488870330449
NM_001193515	-0.0501145547648901	4.56021010390373	0.0109737984334544	0.916569504714771	1	chr2	+	32390909	32449181	SLC30A6	58272	4758	4.42937102407532	4.70573080211136	4.26855105074027	4.7655440674046
NM_001193517	0.0528593993467698	3.03467364559787	0.0106846435442591	0.917672059577963	1	chr2	-	86730552	86790620	CHMP3	60068	194	3.40838695660073	2.52064398706521	3.0652616857399	2.97031120150557
NM_001193520	1.6665552997375e-17	-3.92635065335074	0	1	1	chr12	-	113536623	113574044	RASAL1	37421	3832	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001193528	-0.0505546651953897	3.80918121887676	0.00997519737219932	0.920442841844014	1	chr2	+	175260456	175294303	SCRN3	33847	2962	3.65588426073634	3.97461412715779	3.98835584412303	3.54274787652924
NM_001193530	5.05237138469323	-2.88099283720028	8.6440011028418	0.0032813999714008	0.0640450844510164	chr17	-	33254877	33288528	CCT6B	33651	1763	-6.92635048729141	-6.92635048729141	-6.9263504872914	-1.94915892878548
NM_001193531	6.40270395861592	-2.07183976574821	17.2322754413278	3.30768966307227e-05	0.00195753208872695	chr12	-	112369086	112451023	TMEM116	81937	1603	-6.92635048729141	-6.92635048729141	-0.422669135182689	-4.79256520840588
NM_001193533	-0.0769931223285504	3.05921086498925	0.0249331853635084	0.874533663354402	1	chr3	-	52744795	52804965	NEK4	60170	3459	2.76997022303214	3.3635007068688	2.85249339203786	3.13034655927277
NM_001193534	0.355546264213144	4.03278021737665	0.519257002314589	0.471158795825294	1	chr4	-	15606006	15657035	FBXL5	51029	3537	3.71555235640439	3.90661304041837	3.7931538629589	4.5370542740899
NM_001193557	0.209045787946538	5.66902038558121	0.178970124794489	0.672259796865097	1	chr8	+	110346551	110358189	ENY2	11638	2859	5.37461285097517	5.72619927046346	5.89941192139407	5.62006424711661
NM_001193583	-0.0495853958235427	7.56484057364357	0.0106893703413107	0.917653915774845	1	chr7	-	107788070	108096841	NRCAM	308771	6349	7.12916202581076	7.96783667924235	7.26031847526262	7.73774316377754
NM_001193617	-0.0180597068012789	2.26554095037062	0.00119480097525582	0.972425898492558	1	chr1	+	53392900	53517289	SCP2	124389	2667	2.06874089787723	2.41038441048529	2.49156129315021	1.95637129185323
NM_001193621	2.46087798434451	0.0990527855660108	4.24873282761805	0.0392796289749298	0.443841058190465	chr19	+	44080951	44086256	PINLYP	5305	915	0.322070232519074	-6.92635048729141	0.444554977316372	0.542974472595844
NM_001193623	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	-	51891542	51893828	C19orf84	2286	1318	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001193628	5.45789511181767	-2.69471078077879	11.9420507411339	0.000548810376540437	0.0154893754261144	chr19	+	57154526	57168614	SMIM17	14088	2542	-6.92635048729141	-6.92635048729141	-2.93024925188403	-2.11336992975399
NM_001193630	1.6665552997375e-17	-3.92635065335074	0	1	1	chr8	+	7783858	7809935	ZNF705B	26077	1207	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001193636	-0.174363573297184	1.71858638605815	0.0817011248961919	0.775005199683331	1	chr14	+	24439082	24475617	DHRS4L2	36535	1575	1.41653665286684	2.00695641043813	2.10841736310881	0.96972282253491
NM_001193657	-0.278908553916445	5.1519297469109	0.309397196418089	0.578050325440762	1	chr17	-	80400462	80408707	C17orf62	8245	2368	5.1779488366602	5.32514116553125	4.5340376796454	5.40924326077616
NM_001194	0.790569878499928	-0.717147062825896	0.900237318769827	0.342718085240335	1	chr19	+	589892	617159	HCN2	27267	3408	0.002512232369975	-3.8669276934307	-0.682527228726183	-0.895466750265238
NM_001194938	0.35914278037597	7.76280506568636	0.559874985347392	0.454310617250195	1	chr1	-	151375199	151431941	POGZ	56742	6440	7.73358924560685	7.34432699990894	8.27237962342916	7.52377788848783
NM_001194954	-0.0615487446645701	6.19417490440283	0.0152876202722041	0.901597852320145	1	chr5	+	138609440	138667366	MATR3	57926	5003	6.11417628684352	6.30807006229364	6.40138749651369	5.89796459813217
NM_001194958	1.6665552997375e-17	-3.92635065335074	0	1	1	chr17	+	21308447	21320482	KCNJ18	12035	192	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001194986	-5.86824202135913	-2.24394992469572	13.0854118986823	0.00029760438642637	0.0097340792230442	chr1	-	48226199	48462562	TRABD2B	236363	7029	-0.709738462453674	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001194991	0.0458517987179327	5.99346296600608	0.00928819156105476	0.923222536922519	1	chr7	+	100026412	100031749	MEPCE	5337	1882	6.01396647437424	5.91542186046931	6.16142211873607	5.85971442427999
NM_001194997	0.622576721645509	4.66389970595208	1.68046580465137	0.194862569535155	1	chr11	-	3022151	3078681	CARS	56530	2780	4.61837892396403	3.88321459298834	5.3546044784921	4.39144192250332
NM_001195007	-0.609800686762832	1.32986759618133	1.44249775512753	0.229735576693851	1	chr1	+	40204516	40229586	PPIE	25070	1254	1.61341426343376	1.52270953320464	1.01202189184687	0.906800155821237
NM_001195017	1.6665552997375e-17	-3.92635065335074	0	1	1	chr12	+	6898637	6929976	CD4	31339	2813	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195032	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	+	159309618	159331385	C6orf99	21767	638	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195037	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	+	139117247	139225207	ECT2L	107960	4343	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195053	1.67471999473182	1.44121907560552	9.24221940705228	0.00236498137535842	0.0487356009646766	chr12	-	57910370	57914300	DDIT3	3930	1068	0.362448632646907	0.20696039199679	2.47037605307447	1.43866584029114
NM_001195059	0.0580463543179053	5.43901474417869	0.0149800946636633	0.902587626040173	1	chr15	+	65134081	65160201	PLEKHO2	26120	3571	5.11286893091724	5.6519941725716	5.16982522314764	5.71111397288875
NM_001195072	-0.0776280853381451	7.59114768390756	0.0268805977175646	0.869768115966416	1	chr22	-	38615297	38669040	TMEM184B	53743	3712	7.68988068383102	7.56119046997182	7.67572231266445	7.42010661443815
NM_001195076	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	+	51152701	51162567	C19orf81	9866	765	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195081	3.56410620237953	-3.48304757112935	3.47543443525292	0.0622863648662032	0.617580721380186	chrX	+	9935397	9936042	LOC100288814	645	645	-6.92635048729141	-6.92635048729141	-6.9263504872914	-3.44530688687483
NM_001195082	-1.53405634702808	-2.21704624088537	2.39469761386819	0.12174728945268	0.948827229487592	chr14	+	105864919	105880196	TEX22	15277	2571	-6.92635048729141	-1.2161024850134	-6.9263504872914	-2.76097131036175
NM_001195087	-0.658535037268081	1.41648266064274	1.60216321000676	0.205596921566662	1	chr13	-	101182417	101241046	GGACT	58629	2663	0.682530287302041	2.28207753017645	0.209071346991546	1.46802121623932
NM_001195102	-0.502499104047143	3.62837706585436	1.08309319642908	0.298006616015582	1	chr8	-	30535579	30585486	GSR	49907	3073	3.79883006581356	3.89496125234691	3.18713730578839	3.50075474404093
NM_001195108	1.6665552997375e-17	-3.92635065335074	0	1	1	chr4	-	38773859	38784611	TLR10	10752	3704	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195125	-0.0641352560394273	-1.11215498377779	0.00989119943925365	0.920777405005946	1	chr16	-	87336403	87351026	C16orf95	14623	973	-1.46175715442136	-1.11840505904281	-1.12308024834769	-1.54561777528624
NM_001195127	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	+	330135	331454	WI2-2373I1.2	1319	702	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195129	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	+	233385172	233390425	PRSS56	5253	2157	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195131	2.63738831383204	0.21878703247686	4.96436503738392	0.0258748133936777	0.325592834584364	chr6	+	99968869	99981059	TSTD3	12190	1926	0.322070232519074	-6.92635048729141	0.646941089934161	0.699673319769688
NM_001195135	-6.16732147498325	-2.02426266240121	15.0197019952496	0.000106394605669097	0.0042598330701086	chr19	+	58907456	58908446	LOC646862	990	990	-0.40858374108803	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195138	1.6665552997375e-17	-3.92635065335074	0	1	1	chr4	-	107279339	107288592	GIMD1	9253	654	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195139	0.173771319683837	4.07827254140779	0.129807782335473	0.718631420035642	1	chr16	-	70514471	70557457	COG4	42986	2759	4.05126208188957	3.91240383420619	4.06808292092872	4.24226522519751
NM_001195144	-1.75819310029417	0.0739420891408237	4.83425337618032	0.0278997190996888	0.345435293727996	chr2	-	197851385	198175521	ANKRD44	324136	6104	0.744951519461512	0.280447070209687	-2.93024925188403	-0.108391417886838
NM_001195150	0.635457570594252	0.361879211472504	1.18660762935644	0.276014907162929	1	chr7	+	128506463	128512101	LOC100130705	5638	3803	-0.159566309773026	-0.0844522351731043	-0.136056155616198	1.08788909735399
NM_001195156	-0.151548376385173	3.60669778149704	0.0998253502704913	0.7520393212708	1	chr1	-	35447126	35450948	ZMYM6NB	3822	925	3.40355755166022	3.89788303353555	3.23816619224769	3.76005883297263
NM_001195190	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	+	173604660	173606272	LOC730159	1612	631	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195195	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	-	128804626	128813294	TP53AIP1	8668	1248	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195201	0.643550178046899	0.566632163940712	1.08487100855655	0.297610428096216	1	chr9	+	35658286	35661500	CCDC107	3214	1157	-0.0495167080573817	0.168763953512833	1.41823138590299	-0.0242333838492855
NM_001195215	1.43793212932893	1.69814685911822	6.71064659032773	0.00958389679795242	0.150622271833712	chr1	-	197473878	197744623	DENND1B	270745	8377	0.775177712152863	0.684042029455311	1.68052590506726	2.63070292813991
NM_001195220	-0.169321120079203	2.42259649387648	0.112402071866697	0.737425810196395	1	chr7	+	148959261	148982085	ZNF783	22824	4455	2.18587694353988	2.75782952173044	2.32452584206853	2.28801245072808
NM_001195228	-0.242581564965197	3.74639038079422	0.256635875499832	0.612440831087916	1	chr17	+	6347734	6354385	FAM64A	6651	1499	3.809822591867	3.90079890941922	3.55733338975544	3.66819393955911
NM_001195234	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	+	89764273	89775193	TRIM49C	10920	2163	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195243	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	+	129142319	129152773	SMKR1	10454	1035	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195250	0.248815716880493	2.77771554478106	0.261749714108037	0.608920618145427	1	chr9	-	32972603	33001639	APTX	29036	1838	2.66894978768721	2.60172694467986	2.82771847973157	2.93920571114366
NM_001195256	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	+	49929687	49932075	GFY	2388	1557	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195259	-1.80659082313366	0.696465107132979	1.41220975951187	0.234689906735263	1	chr19	+	7981031	7983980	TGFBR3L	2949	1256	0.833794142456555	0.480806555570625	-6.9263504872914	1.57981097679701
NM_001195263	-2.71303788985477	-0.291131524010445	7.12689496927417	0.00759361155711732	0.125159108501904	chr10	-	102767439	102790914	PDZD7	23475	4136	0.775177712152863	-0.281899068250554	-6.9263504872914	-1.05333791030744
NM_001195272	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	+	124453968	124456950	LOC100129520	2982	2982	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195278	-2.17416004681857	-3.75313372378683	1.19504563036774	0.27431415043635	1	chr7	+	140774031	141180179	TMEM178B	406148	10557	-4.51607163017132	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195279	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	-	12581279	12586963	MKRN2OS	5684	1084	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195280	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	+	16566504	16621114	LRRC72	54610	937	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195290	1.6665552997375e-17	-3.92635065335074	0	1	1	chr5	+	147582356	147594700	SPINK6	12344	606	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195296	0.0503079496968721	2.12387222836172	0.0104820402536097	0.918453601022239	1	chr14	+	37667117	38020464	MIPOL1	353347	6273	2.12849741564949	2.02844585159952	2.20135484041253	2.05639359812891
NM_001195302	-0.156382168829453	7.80378629137673	0.109226092311246	0.741026944621259	1	chr16	+	58035276	58055527	USB1	20251	2233	7.82356500528653	7.93425456482468	7.71621806755732	7.72886535545739
NM_001195305	0.83672344327021	3.57287921300911	2.92659239024239	0.0871312229495227	0.781293134572945	chr10	-	112658487	112679124	BBIP1	20637	2211	2.66894978768721	3.3635007068688	3.34095685316555	4.36046894652031
NM_001195308	0.116126963430654	5.98166585699764	0.0599569255573016	0.806564034361652	1	chr3	-	88101099	88199016	CGGBP1	97917	4520	5.92408711215505	5.91686291814649	6.09722420397948	5.97602759363507
NM_001195328	0.687967816206041	1.95161687200306	1.49144829798212	0.221991884151925	1	chrX	+	13707239	13727944	RAB9A	20705	1273	2.21924024433932	0.710872353000157	2.27651182311282	2.04669771120132
NM_001195382	-2.17416004681857	-3.75313372378683	1.19504563036774	0.27431415043635	1	chr2	+	241544824	241570676	GPR35	25852	2158	-4.51607163017132	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195387	0.47982516718573	0.602663076769841	0.748241514827701	0.387033549299305	1	chr17	+	38975343	38992526	TMEM99	17183	2057	0.583522409287628	-0.0390416130456282	0.608671659196017	0.885200937095555
NM_001195422	-0.0660883917791424	2.62490127011676	0.011974512642027	0.912862934049115	1	chr19	+	17445790	17453540	GTPBP3	7750	2595	2.09294132056734	3.06388118849441	2.88487837398908	2.14992867154585
NM_001195432	3.28165785557599	-1.20498994631974	10.4040266637925	0.00125740822623819	0.0298405977299485	chr3	+	158288952	158324249	MLF1	35297	2521	-3.12443529654253	-6.92635048729141	-2.53799379928361	0.202269307854801
NM_001195442	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	+	46653924	46668033	LOC100132146	14109	1826	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195446	-0.049269177413703	4.45676632899421	0.0097245182040524	0.92144557023157	1	chr2	-	38970740	38978636	SRSF7	7896	2453	4.75545955378589	4.16854813719236	4.36066281683233	4.46426465727358
NM_001195517	-0.485823685230321	2.74882760920528	0.833849809469672	0.361161673527719	1	chr10	+	102891060	102897546	TLX1	6486	2130	2.73194867787364	3.05343714684671	1.73483663138924	3.05979543887456
NM_001195520	-5.59460827575818	-2.43317560971791	11.4583257283325	0.000711743964564139	0.0188781613458203	chr12	-	133179735	133187037	LRCOL1	7302	874	-0.985695349232201	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195522	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	+	40482817	40483391	MPC1L	574	574	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195528	4.00049224579089	-0.858441406969192	22.2462820364642	2.39822707945025e-06	0.000270343002563267	chr11	+	74951949	74954749	TPBGL	2800	2800	-4.51607163017132	-3.8669276934307	0.569359353746667	-1.13926305678145
NM_001195535	1.6665552997375e-17	-3.92635065335074	0	1	1	chr5	+	121495870	121518358	LOC100505841	22488	441	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_001195542	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	+	99195901	99208456	GS1-259H13.2	12555	1118	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
